,time,user,session,userAgent,screenWidth,screenHeight,windowWidth,windowHeight,resolution,graph,position,scenario,story,globalPosition,minTime,timeDelta
1,1549274583177,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender,0.9279999999999999,juxtaposed-animated,demographics,0.9279999999999999,1549274583177,0.0
2,1549274583180,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.06,juxtaposed-animated,demographics,1.06,1549274583177,0.003
3,1549274583210,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender,0.98,juxtaposed-animated,demographics,0.98,1549274583177,0.033
4,1549274583214,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.125,juxtaposed-animated,demographics,1.125,1549274583177,0.037
5,1549274583243,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.39,juxtaposed-animated,demographics,1.3900000000000001,1549274583177,0.066
6,1549274583276,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.57,juxtaposed-animated,demographics,1.5699999999999998,1549274583177,0.099
7,1549274583309,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.655,juxtaposed-animated,demographics,1.655,1549274583177,0.132
8,1549274583343,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.895,juxtaposed-animated,demographics,1.895,1549274583177,0.166
9,1549274583377,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.06,juxtaposed-animated,demographics,,1549274583177,0.2
10,1549274583409,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.115,juxtaposed-animated,demographics,,1549274583177,0.232
11,1549274583443,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.14,juxtaposed-animated,demographics,,1549274583177,0.266
12,1549274583476,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.2025,juxtaposed-animated,demographics,,1549274583177,0.299
13,1549274583509,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.22,juxtaposed-animated,demographics,,1549274583177,0.332
14,1549274583543,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.27,juxtaposed-animated,demographics,,1549274583177,0.366
15,1549274583576,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.285,juxtaposed-animated,demographics,,1549274583177,0.399
16,1549274583610,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.3125,juxtaposed-animated,demographics,,1549274583177,0.433
17,1549274583642,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.345,juxtaposed-animated,demographics,,1549274583177,0.465
18,1549274583677,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.365,juxtaposed-animated,demographics,,1549274583177,0.5
19,1549274583709,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.385,juxtaposed-animated,demographics,,1549274583177,0.532
20,1549274583742,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.4,juxtaposed-animated,demographics,,1549274583177,0.565
21,1549274583776,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.4125,juxtaposed-animated,demographics,,1549274583177,0.599
22,1549274583809,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.4225,juxtaposed-animated,demographics,,1549274583177,0.632
23,1549274583842,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.4325,juxtaposed-animated,demographics,,1549274583177,0.665
24,1549274583876,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.435,juxtaposed-animated,demographics,,1549274583177,0.699
25,1549274583909,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.44,juxtaposed-animated,demographics,,1549274583177,0.732
26,1549274583942,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.445,juxtaposed-animated,demographics,,1549274583177,0.765
27,1549274583977,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.45,juxtaposed-animated,demographics,,1549274583177,0.8
28,1549274584077,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.4975,juxtaposed-animated,demographics,,1549274583177,0.9
29,1549274584110,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.5575,juxtaposed-animated,demographics,,1549274583177,0.933
30,1549274584143,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.6325,juxtaposed-animated,demographics,,1549274583177,0.966
31,1549274584177,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.6925,juxtaposed-animated,demographics,,1549274583177,1.0
32,1549274584210,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.75,juxtaposed-animated,demographics,,1549274583177,1.033
33,1549274584243,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.765,juxtaposed-animated,demographics,,1549274583177,1.066
34,1549274584276,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.815,juxtaposed-animated,demographics,,1549274583177,1.099
35,1549274584310,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.86,juxtaposed-animated,demographics,,1549274583177,1.133
36,1549274584342,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.9025,juxtaposed-animated,demographics,,1549274583177,1.165
37,1549274584376,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.94,juxtaposed-animated,demographics,,1549274583177,1.199
38,1549274584410,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.975,juxtaposed-animated,demographics,,1549274583177,1.233
39,1549274584443,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.0033333333333333327,juxtaposed-animated,demographics,3.0033333333333334,1549274583177,1.266
40,1549274584476,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.02,juxtaposed-animated,demographics,3.02,1549274583177,1.299
41,1549274584510,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.035,juxtaposed-animated,demographics,3.035,1549274583177,1.333
42,1549274584543,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.04833333333333333,juxtaposed-animated,demographics,3.0483333333333333,1549274583177,1.366
43,1549274584643,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.975,juxtaposed-animated,demographics,,1549274583177,1.466
44,1549274584675,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.865,juxtaposed-animated,demographics,,1549274583177,1.498
45,1549274584709,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.67,juxtaposed-animated,demographics,,1549274583177,1.532
46,1549274584743,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.5525,juxtaposed-animated,demographics,,1549274583177,1.566
47,1549274584776,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.35,juxtaposed-animated,demographics,,1549274583177,1.599
48,1549274584810,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.165,juxtaposed-animated,demographics,,1549274583177,1.633
49,1549274584843,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.895,juxtaposed-animated,demographics,1.895,1549274583177,1.666
50,1549274584876,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.59,juxtaposed-animated,demographics,1.5899999999999999,1549274583177,1.699
51,1549274584910,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.33,juxtaposed-animated,demographics,1.33,1549274583177,1.733
52,1549274584942,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender,0.9640000000000001,juxtaposed-animated,demographics,0.9640000000000001,1549274583177,1.765
53,1549274584946,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.105,juxtaposed-animated,demographics,1.105,1549274583177,1.769
54,1549274584979,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender,0.812,juxtaposed-animated,demographics,0.812,1549274583177,1.802
56,1549274585009,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender,0.8,juxtaposed-animated,demographics,0.8,1549274583177,1.832
58,1549274586042,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender,0.828,juxtaposed-animated,demographics,0.828,1549274583177,2.865
60,1549274586077,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.2,juxtaposed-animated,demographics,1.2,1549274583177,2.9
61,1549274586110,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.44,juxtaposed-animated,demographics,1.44,1549274583177,2.933
62,1549274586143,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,gender-highlight,0.945,juxtaposed-animated,demographics,1.9449999999999998,1549274583177,2.966
63,1549274586145,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.0225,juxtaposed-animated,demographics,,1549274583177,2.968
64,1549274586176,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.3225,juxtaposed-animated,demographics,,1549274583177,2.999
65,1549274586211,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.61,juxtaposed-animated,demographics,,1549274583177,3.034
66,1549274586243,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,move-highlight,0.8825,juxtaposed-animated,demographics,,1549274583177,3.066
67,1549274586277,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.07833333333333334,juxtaposed-animated,demographics,3.078333333333333,1549274583177,3.1
68,1549274586310,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.21,juxtaposed-animated,demographics,3.21,1549274583177,3.133
69,1549274586343,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.32166666666666666,juxtaposed-animated,demographics,3.3216666666666668,1549274583177,3.166
70,1549274586376,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.4166666666666667,juxtaposed-animated,demographics,3.4166666666666665,1549274583177,3.199
71,1549274586410,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.4966666666666666,juxtaposed-animated,demographics,3.4966666666666666,1549274583177,3.233
72,1549274586443,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.565,juxtaposed-animated,demographics,3.565,1549274583177,3.266
73,1549274586477,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.595,juxtaposed-animated,demographics,3.5949999999999998,1549274583177,3.3
74,1549274586509,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.63,juxtaposed-animated,demographics,3.63,1549274583177,3.332
75,1549274586543,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.7433333333333333,juxtaposed-animated,demographics,3.743333333333333,1549274583177,3.366
76,1549274586577,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.8533333333333334,juxtaposed-animated,demographics,3.8533333333333335,1549274583177,3.4
77,1549274586610,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,highlight-demographics,0.925,juxtaposed-animated,demographics,3.925,1549274583177,3.433
78,1549274586643,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.004318181818181818,juxtaposed-animated,demographics,4.004318181818181,1549274583177,3.466
79,1549274586676,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.013181818181818182,juxtaposed-animated,demographics,4.013181818181818,1549274583177,3.499
80,1549274586711,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.02113636363636364,juxtaposed-animated,demographics,4.021136363636364,1549274583177,3.534
81,1549274586743,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.028295454545454544,juxtaposed-animated,demographics,4.028295454545455,1549274583177,3.566
82,1549274586777,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.03443181818181818,juxtaposed-animated,demographics,4.034431818181818,1549274583177,3.6
83,1549274586810,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.039659090909090915,juxtaposed-animated,demographics,4.039659090909091,1549274583177,3.633
84,1549274586844,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.043977272727272726,juxtaposed-animated,demographics,4.043977272727273,1549274583177,3.667
85,1549274586910,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.04636363636363637,juxtaposed-animated,demographics,4.046363636363636,1549274583177,3.733
86,1549274586943,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.059431818181818176,juxtaposed-animated,demographics,4.059431818181818,1549274583177,3.766
87,1549274586977,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.06454545454545453,juxtaposed-animated,demographics,4.0645454545454545,1549274583177,3.8
88,1549274587009,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.08295454545454546,juxtaposed-animated,demographics,4.0829545454545455,1549274583177,3.832
89,1549274587043,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.10318181818181818,juxtaposed-animated,demographics,4.1031818181818185,1549274583177,3.866
90,1549274587077,1549274269235-0.1jsc8jkhrlrj,1549274269236-0.yzc7jfhnfej,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1559,953,2.0,demographics,0.12227272727272727,juxtaposed-animated,demographics,4.122272727272727,1549274583177,3.9
