,time,user,session,userAgent,screenWidth,screenHeight,windowWidth,windowHeight,resolution,graph,position,scenario,story,globalPosition,minTime,timeDelta
16918,1549984565313,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.003114752,superposed-animated,demographics,1.003114752,1549984548921,16.392
16919,1549984565415,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.006243584000000001,superposed-animated,demographics,1.006243584,1549984548921,16.494
16920,1549984565448,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.010976000000000005,superposed-animated,demographics,1.010976,1549984548921,16.527
16921,1549984565482,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.020353792,superposed-animated,demographics,1.020353792,1549984548921,16.561
16922,1549984565515,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.030118144000000006,superposed-animated,demographics,1.030118144,1549984548921,16.594
16923,1549984565548,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.040310784,superposed-animated,demographics,1.040310784,1549984548921,16.627
16924,1549984565581,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.044957696000000005,superposed-animated,demographics,1.044957696,1549984548921,16.66
16925,1549984565613,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.055296000000000005,superposed-animated,demographics,1.055296,1549984548921,16.692
16926,1549984565646,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.061011967999999986,superposed-animated,demographics,1.061011968,1549984548921,16.725
16927,1549984565714,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.067108864,superposed-animated,demographics,1.067108864,1549984548921,16.793
16928,1549984565748,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.07359897600000001,superposed-animated,demographics,1.073598976,1549984548921,16.827
16929,1549984565781,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.08780800000000002,superposed-animated,demographics,1.087808,1549984548921,16.86
16930,1549984565815,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.112377856,superposed-animated,demographics,1.112377856,1549984548921,16.894
16931,1549984565848,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.14637747200000004,superposed-animated,demographics,1.146377472,1549984548921,16.927
16932,1549984565881,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.19291417600000002,superposed-animated,demographics,1.192914176,1549984548921,16.96
16933,1549984565913,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.24094515200000005,superposed-animated,demographics,1.240945152,1549984548921,16.992
16934,1549984565946,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.2797381119999999,superposed-animated,demographics,1.279738112,1549984548921,17.025
16935,1549984565980,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.30490009599999995,superposed-animated,demographics,1.304900096,1549984548921,17.059
16936,1549984566014,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.331527424,superposed-animated,demographics,1.331527424,1549984548921,17.093
16937,1549984566448,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.369381632,superposed-animated,demographics,1.369381632,1549984548921,17.527
16938,1549984566481,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.464857088,superposed-animated,demographics,1.464857088,1549984548921,17.56
16939,1549984566515,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.5685992960000001,superposed-animated,demographics,1.5685992960000001,1549984548921,17.594
16940,1549984566548,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.6403384320000001,superposed-animated,demographics,1.640338432,1549984548921,17.627
16941,1549984566581,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.6775137279999999,superposed-animated,demographics,1.6775137279999999,1549984548921,17.66
16942,1549984566613,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.7440000000000001,superposed-animated,demographics,1.7440000000000002,1549984548921,17.692
16943,1549984566648,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.794084608,superposed-animated,demographics,1.794084608,1549984548921,17.727
16944,1549984566681,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.8255431679999999,superposed-animated,demographics,1.8255431679999998,1549984548921,17.76
16945,1549984566715,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.8482677759999999,superposed-animated,demographics,1.848267776,1549984548921,17.794
16946,1549984566748,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.8536225279999999,superposed-animated,demographics,1.8536225279999998,1549984548921,17.827
16947,1549984567013,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.858849792,superposed-animated,demographics,1.858849792,1549984548921,18.092
16948,1549984567048,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.868928,superposed-animated,demographics,1.868928,1549984548921,18.127
16949,1549984567082,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.8737820159999999,superposed-animated,demographics,1.8737820159999998,1549984548921,18.161
16950,1549984567115,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.8831275519999999,superposed-animated,demographics,1.883127552,1549984548921,18.194
16951,1549984567147,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.8876221440000001,superposed-animated,demographics,1.887622144,1549984548921,18.226
16952,1549984567248,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.896262656,superposed-animated,demographics,1.896262656,1549984548921,18.327
16953,1549984567281,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.908374784,superposed-animated,demographics,1.908374784,1549984548921,18.36
16954,1549984567315,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.923004672,superposed-animated,demographics,1.923004672,1549984548921,18.394
16955,1549984567348,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.941892864,superposed-animated,demographics,1.9418928640000002,1549984548921,18.427
16956,1549984567382,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.955042304,superposed-animated,demographics,1.955042304,1549984548921,18.461
16957,1549984567414,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.9660413440000001,superposed-animated,demographics,1.9660413440000002,1549984548921,18.493
16958,1549984567447,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.976672,superposed-animated,demographics,1.976672,1549984548921,18.526
16959,1549984567481,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.9836159999999999,superposed-animated,demographics,1.983616,1549984548921,18.56
16960,1549984567515,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.989024,superposed-animated,demographics,1.9890240000000001,1549984548921,18.594
16961,1549984567548,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.993756416,superposed-animated,demographics,1.993756416,1549984548921,18.627
16962,1549984567581,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.996885248,superposed-animated,demographics,1.996885248,1549984548921,18.66
16963,1549984567614,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.999136,superposed-animated,demographics,1.999136,1549984548921,18.693
16964,1549984567648,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,gender-highlight,0.9999680000000001,superposed-animated,demographics,1.999968,1549984548921,18.727
16965,1549984567681,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,3.2000000000000005e-05,superposed-animated,demographics,3.000032,1549984548921,18.76
16966,1549984567714,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.0013720000000000006,superposed-animated,demographics,3.001372,1549984548921,18.793
16967,1549984567746,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.004630499999999999,superposed-animated,demographics,3.0046305,1549984548921,18.825
16968,1549984567781,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.0078125,superposed-animated,demographics,3.0078125,1549984548921,18.86
16969,1549984567813,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.0098415,superposed-animated,demographics,3.0098415,1549984548921,18.892
16970,1549984568214,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.021437499999999998,superposed-animated,demographics,3.0214375,1549984548921,19.293
16971,1549984568247,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.045562500000000006,superposed-animated,demographics,3.0455625,1549984548921,19.326
16972,1549984568281,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.13107200000000002,superposed-animated,demographics,3.131072,1549984548921,19.36
16973,1549984568314,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.2657205000000001,superposed-animated,demographics,3.2657205,1549984548921,19.393
16974,1549984568346,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.470596,superposed-animated,demographics,3.470596,1549984548921,19.425
16975,1549984568381,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.6819719999999999,superposed-animated,demographics,3.681972,1549984548921,19.46
16976,1549984568414,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.797388,superposed-animated,demographics,3.7973879999999998,1549984548921,19.493
16977,1549984568448,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.8749764999999999,superposed-animated,demographics,3.8749765,1549984548921,19.527
16978,1549984568481,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.9168125,superposed-animated,demographics,3.9168125,1549984548921,19.56
16979,1549984568513,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.9447040000000001,superposed-animated,demographics,3.944704,1549984548921,19.592
16980,1549984568547,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.9602465,superposed-animated,demographics,3.9602465000000002,1549984548921,19.626
16981,1549984568581,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.9746735000000001,superposed-animated,demographics,3.9746735,1549984548921,19.66
16982,1549984568614,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.9851045,superposed-animated,demographics,3.9851045000000003,1549984548921,19.693
16983,1549984568647,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.993088,superposed-animated,demographics,3.993088,1549984548921,19.726
16984,1549984568681,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.997084,superposed-animated,demographics,3.997084,1549984548921,19.76
16985,1549984568714,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.9975434999999999,superposed-animated,demographics,3.9975435,1549984548921,19.793
16986,1549984568814,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.9979520000000001,superposed-animated,demographics,3.997952,1549984548921,19.893
16987,1549984568848,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.999136,superposed-animated,demographics,3.999136,1549984548921,19.927
16988,1549984568881,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,highlight-demographics,0.9999375,superposed-animated,demographics,3.9999375,1549984548921,19.96
16989,1549984568914,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,2.9858579967925364e-10,superposed-animated,demographics,4.000000000298586,1549984548921,19.993
16991,1549984568949,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,1.2801866161247996e-08,superposed-animated,demographics,4.000000012801866,1549984548921,20.028
16992,1549984568980,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,5.67639597608981e-08,superposed-animated,demographics,4.00000005676396,1549984548921,20.059
16993,1549984569047,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,2.56e-07,superposed-animated,demographics,4.000000256,1549984548921,20.126
16994,1549984569081,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,3.9741769937308655e-07,superposed-animated,demographics,4.0000003974177,1549984548921,20.16
16995,1549984569114,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,4.84376148126549e-07,superposed-animated,demographics,4.000000484376148,1549984548921,20.193
16996,1549984569147,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,5.83175389998542e-07,superposed-animated,demographics,4.00000058317539,1549984548921,20.226
16997,1549984569214,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,6.188703892695729e-07,superposed-animated,demographics,4.00000061887039,1549984548921,20.293
16998,1549984569248,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,6.945712202945034e-07,superposed-animated,demographics,4.00000069457122,1549984548921,20.327
16999,1549984569282,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,9.581758273800845e-07,superposed-animated,demographics,4.000000958175828,1549984548921,20.361
17000,1549984569315,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,1.223007435486223e-06,superposed-animated,demographics,4.000001223007436,1549984548921,20.394
17001,1549984569348,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,1.4669520338241726e-06,superposed-animated,demographics,4.000001466952034,1549984548921,20.427
17002,1549984569381,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,1.6697990960781451e-06,superposed-animated,demographics,4.000001669799096,1549984548921,20.46
17003,1549984569415,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,1.7413523837294065e-06,superposed-animated,demographics,4.000001741352384,1549984548921,20.494
17004,1549984569646,1549380148633-0.w9gfntkt7bj,1549984548917-0.rwf0vzs5za,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:65.0) Gecko/20100101 Firefox/65.0,2560,1440,1680,1211,2.0,demographics,1.2812363318267972e-06,superposed-animated,demographics,4.000001281236332,1549984548921,20.725
